gbifID	accessRights	bibliographicCitation	language	license	modified	publisher	references	rightsHolder	type	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	caste	behavior	vitality	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedMedia	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialEntityID	materialEntityRemarks	verbatimLabel	materialSampleID	eventID	parentEventID	eventType	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	verticalDatum	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	superfamily	family	subfamily	tribe	subtribe	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
2598355077							https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=1015294					NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:1015294					3													Present																								1915-12-03																											Chesapeake Bay						14	14						37.055	-75.97	WGS84	1000																																													urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																							
2598354109							https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=1015441					NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:1015441					1													Present																								1981-09-01																											Narragansett Bay, Dutch Island, SE Point						5	10						41.4958	-71.4111	WGS84																																														urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																							
2598354108							https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=1015423					NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:1015423					1													Present																								1981-09-01																											Narragansett Bay, Dutch Island, SE Point						5	10						41.4958	-71.4111	WGS84																																														urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																							
2598354107							https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=1015405					NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:1015405					1													Present																								1981-09-01																											Narragansett Bay, Dutch Island, SE Point						5	10						41.4958	-71.4111	WGS84																																														urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																							
2598354106							https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=1015397					NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:1015397					1													Present																								1981-09-01																											Narragansett Bay, Dutch Island, SE Point						5	10						41.4958	-71.4111	WGS84																																														urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																							
2598354105							https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=1015379					NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:1015379					1													Present																								1981-09-01																											Narragansett Bay, Dutch Island, SE Point						5	10						41.4958	-71.4111	WGS84																																														urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																							
2598354104							https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=1015360					NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:1015360					1													Present																								1981-09-01																											Narragansett Bay, Dutch Island, SE Point						5	10						41.4958	-71.4111	WGS84																																														urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																							
2598354100							https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=1015298					NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:1015298					1													Present																								1916-07-25																											Chesapeake Bay						14	14						36.9814	-76.0061	WGS84	1000																																													urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																							
2598353097							https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=1015439					NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:1015439					1													Present																								1981-09-01																											Narragansett Bay, Dutch Island, SE Point						5	10						41.4958	-71.4111	WGS84																																														urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																							
2598353096							https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=1015420					NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:1015420					1													Present																								1981-09-01																											Narragansett Bay, Dutch Island, SE Point						5	10						41.4958	-71.4111	WGS84																																														urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																							
2598353095							https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=1015402					NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:1015402					1													Present																								1981-09-01																											Narragansett Bay, Dutch Island, SE Point						5	10						41.4958	-71.4111	WGS84																																														urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																							
2598353094							https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=1015394					NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:1015394					1													Present																								1981-09-01																											Narragansett Bay, Dutch Island, SE Point						5	10						41.4958	-71.4111	WGS84																																														urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																							
2598353093							https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=1015376					NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:1015376					1													Present																								1981-09-01																											Narragansett Bay, Dutch Island, SE Point						5	10						41.4958	-71.4111	WGS84																																														urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																							
2598353092							https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=1015358					NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:1015358					1													Present																								1981-09-01																											Narragansett Bay, Dutch Island, SE Point						5	10						41.4958	-71.4111	WGS84																																														urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																							
2598353089							https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=1015295					NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:1015295					6													Present																								1916-04-22																											Chesapeake Bay, Off Cape Henry						23	23						36.9517	-75.9989	WGS84	1000																																													urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																							
2598353088							https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=1015277					NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:1015277					1													Present																								1964-05-25																											Off Melbourne						22	22						28.0083	-80.3333	WGS84																																														urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																							
2598352093							https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=1015442					NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:1015442					1													Present																								1981-09-01																											Narragansett Bay, Dutch Island, SE Point						5	10						41.4958	-71.4111	WGS84																																														urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																							
2598352092							https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=1015424					NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:1015424					1													Present																								1981-09-01																											Narragansett Bay, Dutch Island, SE Point						5	10						41.4958	-71.4111	WGS84																																														urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																							
2598352091							https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=1015406					NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:1015406					1													Present																								1981-09-01																											Narragansett Bay, Dutch Island, SE Point						5	10						41.4958	-71.4111	WGS84																																														urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																							
2598352090							https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=1015398					NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:1015398					1													Present																								1981-09-01																											Narragansett Bay, Dutch Island, SE Point						5	10						41.4958	-71.4111	WGS84																																														urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																							
2598352089							https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=1015361					NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:1015361					1													Present																								1981-09-01																											Narragansett Bay, Dutch Island, SE Point						5	10						41.4958	-71.4111	WGS84																																														urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																							
2598352085							https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=1015299					NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:1015299					3													Present																								1916-07-26																											Chesapeake Bay, Cape Charles, NW Of						10	10						37.2836	-76.2372	WGS84																																														urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																							
2598352084							https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=1015280					NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:1015280					1													Present																								1964-05-22																											east of						22	22						29.8317	-80.9917	WGS84																																														urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																							
2598352082							https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=1015244					NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:1015244					10													Present																								1884-02																											Punta Rassa						2	4						26.47	-81.97	WGS84																																														urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																							
2598351097							https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=1015437					NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:1015437					1													Present																								1981-09-01																											Narragansett Bay, Dutch Island, SE Point						5	10						41.4958	-71.4111	WGS84																																														urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																							
2598351096							https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=1015419					NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:1015419					1													Present																								1981-09-01																											Narragansett Bay, Dutch Island, SE Point						5	10						41.4958	-71.4111	WGS84																																														urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																							
2598351095							https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=1015400					NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:1015400					1													Present																								1981-09-01																											Narragansett Bay, Dutch Island, SE Point						5	10						41.4958	-71.4111	WGS84																																														urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																							
2598351094							https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=1015392					NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:1015392					1													Present																								1981-09-01																											Narragansett Bay, Dutch Island, SE Point						5	10						41.4958	-71.4111	WGS84																																														urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																							
2598351093							https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=1015374					NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:1015374					1													Present																								1981-09-01																											Narragansett Bay, Dutch Island, SE Point						5	10						41.4958	-71.4111	WGS84																																														urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																							
2598351092							https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=1015356					NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:1015356					1													Present																								1981-09-01																											Narragansett Bay, Dutch Island, SE Point						5	10						41.4958	-71.4111	WGS84																																														urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																							
2598351090							https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=1015293					NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:1015293					1													Present																								1884-10-19																											Cape Hatteras						29	29						35.35	-75.3583	WGS84	1000																																													urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																							
2598350097							https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=1015435					NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:1015435					1													Present																								1981-09-01																											Narragansett Bay, Dutch Island, SE Point						5	10						41.4958	-71.4111	WGS84																																														urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																							
2598350096							https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=1015417					NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:1015417					1													Present																								1981-09-01																											Narragansett Bay, Dutch Island, SE Point						5	10						41.4958	-71.4111	WGS84																																														urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																							
2598350095							https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=1015390					NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:1015390					1													Present																								1981-09-01																											Narragansett Bay, Dutch Island, SE Point						5	10						41.4958	-71.4111	WGS84																																														urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																							
