gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	countryCode	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	verticalDatum	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	subfamily	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks	datasetKey	publishingCountry	lastInterpreted	elevation	elevationAccuracy	depth	depthAccuracy	distanceAboveSurface	distanceAboveSurfaceAccuracy	distanceFromCentroidInMeters	issue	mediaType	hasCoordinate	hasGeospatialIssues	taxonKey	acceptedTaxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	subgenusKey	speciesKey	species	acceptedScientificName	verbatimScientificName	typifiedName	protocol	lastParsed	lastCrawled	repatriated	relativeOrganismQuantity	level0Gid	level0Name	level1Gid	level1Name	level2Gid	level2Name	level3Gid	level3Name	iucnRedListCategory	eventType
4009932047																										145029160										CC_BY_NC_4_0			2022-12-26T19:05:42Z			https://www.inaturalist.org/observations/145029160					noelle												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION	Coordinate uncertainty increased to 29508m at the request of the observer			https://www.inaturalist.org/observations/145029160	145029160		noelle													PRESENT																			2022-12-24T16:13:06	16:13:06-06:00			2022	12	24	2022-12-24 16:13:06											NORTH_AMERICA				US	Texas				Texas, US								29.332924	-94.66102	29508.0																															322586656				noelle		2022-12-25T06:55:25				94745								Astrangia poculata (Ellis & Solander, 1786)								Animalia	Cnidaria	Anthozoa	Scleractinia	Astrangiidae		Astrangia	Astrangia			poculata			SPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2023-03-14T13:13:47.170Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES	StillImage	true	false	2259412	2259412	1	43	206	714	4879283	2259398		2259412	Astrangia poculata	Astrangia poculata (Ellis & Solander, 1786)	Astrangia poculata		DWC_ARCHIVE	2023-03-14T13:13:47.170Z	2023-03-14T08:22:22.826Z	false										LC	
4006734995																										144539105										CC_BY_NC_4_0			2022-12-18T04:46:02Z			https://www.inaturalist.org/observations/144539105					bangert												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/144539105	144539105		bangert													PRESENT																			2022-12-17T10:30:50	10:30:50-05:00			2022	12	17	2022-12-17 10:30:50-05:00											NORTH_AMERICA				US	North Carolina				Fort Fisher Blvd N, Kure Beach, NC, US								34.003365	-77.903111	5.0																															321043485				bangert		2022-12-17T15:31:08				94745								Astrangia poculata (Ellis & Solander, 1786)								Animalia	Cnidaria	Anthozoa	Scleractinia	Astrangiidae		Astrangia	Astrangia			poculata			SPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2023-03-14T13:05:12.306Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES	StillImage	true	false	2259412	2259412	1	43	206	714	4879283	2259398		2259412	Astrangia poculata	Astrangia poculata (Ellis & Solander, 1786)	Astrangia poculata		DWC_ARCHIVE	2023-03-14T13:05:12.306Z	2023-03-14T08:22:22.826Z	false										LC	
4006705013																										144553570										CC_BY_NC_4_0			2022-12-20T21:39:00Z			https://www.inaturalist.org/observations/144553570					Wayne Longbottom												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/144553570	144553570		Wayne Longbottom													PRESENT																			2022-12-17T09:59:03	09:59:03-05:00			2022	12	17	2022-12-17 9:59:03 AM EST											NORTH_AMERICA				US	Maryland				Ocean City, MD 21842, USA								38.324578	-75.086069																																321088492				Wayne Longbottom		2022-12-17T19:49:11				94745								Astrangia poculata (Ellis & Solander, 1786)								Animalia	Cnidaria	Anthozoa	Scleractinia	Astrangiidae		Astrangia	Astrangia			poculata			SPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2023-03-14T13:05:23.612Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES	StillImage	true	false	2259412	2259412	1	43	206	714	4879283	2259398		2259412	Astrangia poculata	Astrangia poculata (Ellis & Solander, 1786)	Astrangia poculata		DWC_ARCHIVE	2023-03-14T13:05:23.612Z	2023-03-14T08:22:22.826Z	false										LC	
4006680382																										78069243										CC_BY_NC_4_0			2022-12-18T22:12:42Z			https://www.inaturalist.org/observations/78069243					Lauren												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/78069243	78069243		Lauren													PRESENT																			2021-05-09T11:12:26	11:12:26-04:00			2021	5	9	2021-05-09 11:12:26											NORTH_AMERICA				US	North Carolina				Wrightsville Beach, NC, USA								34.212262	-77.79003	4.0																															316764919				Leah		2022-11-28T03:43:30				94745								Astrangia poculata (Ellis & Solander, 1786)								Animalia	Cnidaria	Anthozoa	Scleractinia	Astrangiidae		Astrangia	Astrangia			poculata			SPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2023-03-14T13:01:19.630Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES	StillImage	true	false	2259412	2259412	1	43	206	714	4879283	2259398		2259412	Astrangia poculata	Astrangia poculata (Ellis & Solander, 1786)	Astrangia poculata		DWC_ARCHIVE	2023-03-14T13:01:19.630Z	2023-03-14T08:22:22.826Z	false										LC	
4006665905																										144499433										CC_BY_NC_4_0			2022-12-18T04:39:20Z			https://www.inaturalist.org/observations/144499433					sweiss243												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/144499433	144499433		sweiss243													PRESENT																			2022-12-16T15:18:22	15:18:22-05:00			2022	12	16	Fri Dec 16 2022 15:18:22 GMT -0500 (EST)											NORTH_AMERICA				US	New Jersey				Island Beach State Park								39.782972	-74.094203	12.0																															320919681				sweiss243		2022-12-16T22:18:21				94745								Astrangia poculata (Ellis & Solander, 1786)								Animalia	Cnidaria	Anthozoa	Scleractinia	Astrangiidae		Astrangia	Astrangia			poculata			SPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2023-03-14T13:14:23.592Z								CONTINENT_DERIVED_FROM_COORDINATES	StillImage	true	false	2259412	2259412	1	43	206	714	4879283	2259398		2259412	Astrangia poculata	Astrangia poculata (Ellis & Solander, 1786)	Astrangia poculata		DWC_ARCHIVE	2023-03-14T13:14:23.592Z	2023-03-14T08:22:22.826Z	false		USA	United States	USA.31_1	New Jersey	USA.31.15_1	Ocean			LC	
3994343636																										143517451										CC_BY_NC_4_0			2022-12-12T02:21:33Z			https://www.inaturalist.org/observations/143517451					Nancy L Redman-Furey												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/143517451	143517451		Nancy L Redman-Furey													PRESENT																			2022-12-01T20:52:26	20:52:26-05:00			2022	12	1	2022-12-01 20:52:26											NORTH_AMERICA				US	South Carolina				Myrtle Beach, SC 29572, USA								33.757046	-78.792794																																317838288				Nancy L Redman-Furey		2022-12-02T20:59:36				94745								Astrangia poculata (Ellis & Solander, 1786)								Animalia	Cnidaria	Anthozoa	Scleractinia	Astrangiidae		Astrangia	Astrangia			poculata			SPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2023-03-14T13:05:05.286Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES	StillImage	true	false	2259412	2259412	1	43	206	714	4879283	2259398		2259412	Astrangia poculata	Astrangia poculata (Ellis & Solander, 1786)	Astrangia poculata		DWC_ARCHIVE	2023-03-14T13:05:05.286Z	2023-03-14T08:22:22.826Z	false		USA	United States	USA.41_1	South Carolina	USA.41.26_1	Horry			LC	
3994305658																										143757214										CC_BY_4_0			2022-12-12T02:21:06Z			https://www.inaturalist.org/observations/143757214					Steven Joyner												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/143757214	143757214		Steven Joyner													PRESENT																			2022-12-03T22:54:39	22:54:39-05:00			2022	12	3	2022-12-03 22:54:39											NORTH_AMERICA				US	South Carolina				Huntington Beach State Park								33.514562	-79.060929	568.0																															318536830				Steven Joyner		2022-12-05T23:37:58				94745								Astrangia poculata (Ellis & Solander, 1786)								Animalia	Cnidaria	Anthozoa	Scleractinia	Astrangiidae		Astrangia	Astrangia			poculata			SPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2023-03-14T13:13:51.298Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES	StillImage	true	false	2259412	2259412	1	43	206	714	4879283	2259398		2259412	Astrangia poculata	Astrangia poculata (Ellis & Solander, 1786)	Astrangia poculata		DWC_ARCHIVE	2023-03-14T13:13:51.298Z	2023-03-14T08:22:22.826Z	false		USA	United States	USA.41_1	South Carolina	USA.41.22_1	Georgetown			LC	
3994236642																										143757123										CC_BY_4_0			2022-12-12T02:21:11Z			https://www.inaturalist.org/observations/143757123					Steven Joyner												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/143757123	143757123		Steven Joyner													PRESENT																			2022-12-03T22:54:04	22:54:04-05:00			2022	12	3	2022-12-03 22:54:04											NORTH_AMERICA				US	South Carolina				Huntington Beach State Park								33.514562	-79.060929	568.0																															318536505				Steven Joyner		2022-12-05T23:35:56				94745								Astrangia poculata (Ellis & Solander, 1786)								Animalia	Cnidaria	Anthozoa	Scleractinia	Astrangiidae		Astrangia	Astrangia			poculata			SPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2023-03-14T13:13:49.696Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES	StillImage	true	false	2259412	2259412	1	43	206	714	4879283	2259398		2259412	Astrangia poculata	Astrangia poculata (Ellis & Solander, 1786)	Astrangia poculata		DWC_ARCHIVE	2023-03-14T13:13:49.696Z	2023-03-14T08:22:22.826Z	false		USA	United States	USA.41_1	South Carolina	USA.41.22_1	Georgetown			LC	
3994168688																										143803235										CC0_1_0			2023-01-29T15:57:02Z			https://www.inaturalist.org/observations/143803235					David Peden												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/143803235	143803235		David Peden													PRESENT																			2022-12-06T11:06:50	11:06:50-06:00			2022	12	6	Tue Dec 06 2022 11:06:50 GMT-0600 (CST)											NORTH_AMERICA				US	Texas				Mustang Island, Port Aransas, TX, US								27.834513	-97.044617	4.0																															318679468				David Peden		2022-12-06T17:08:38				94745								Astrangia poculata (Ellis & Solander, 1786)								Animalia	Cnidaria	Anthozoa	Scleractinia	Astrangiidae		Astrangia	Astrangia			poculata			SPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2023-03-14T13:13:39.267Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES	StillImage	true	false	2259412	2259412	1	43	206	714	4879283	2259398		2259412	Astrangia poculata	Astrangia poculata (Ellis & Solander, 1786)	Astrangia poculata		DWC_ARCHIVE	2023-03-14T13:13:39.267Z	2023-03-14T08:22:22.826Z	false										LC	
3994110664																										143757424										CC_BY_4_0			2022-12-12T02:21:01Z			https://www.inaturalist.org/observations/143757424					Steven Joyner												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/143757424	143757424		Steven Joyner													PRESENT																			2022-12-03T22:56:53	22:56:53-05:00			2022	12	3	2022-12-03 22:56:53											NORTH_AMERICA				US	South Carolina				Huntington Beach State Park								33.514562	-79.060929	568.0																															318537260				Steven Joyner		2022-12-05T23:40:22				94745								Astrangia poculata (Ellis & Solander, 1786)								Animalia	Cnidaria	Anthozoa	Scleractinia	Astrangiidae		Astrangia	Astrangia			poculata			SPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2023-03-14T13:14:19.804Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES	StillImage	true	false	2259412	2259412	1	43	206	714	4879283	2259398		2259412	Astrangia poculata	Astrangia poculata (Ellis & Solander, 1786)	Astrangia poculata		DWC_ARCHIVE	2023-03-14T13:14:19.804Z	2023-03-14T08:22:22.826Z	false		USA	United States	USA.41_1	South Carolina	USA.41.22_1	Georgetown			LC	
3994102706																										143757318										CC_BY_4_0			2022-12-12T02:21:04Z			https://www.inaturalist.org/observations/143757318					Steven Joyner												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/143757318	143757318		Steven Joyner													PRESENT																			2022-12-03T22:56:35	22:56:35-05:00			2022	12	3	2022-12-03 22:56:35											NORTH_AMERICA				US	South Carolina				Huntington Beach State Park								33.514562	-79.060929	568.0																															318537051				Steven Joyner		2022-12-05T23:39:16				94745								Astrangia poculata (Ellis & Solander, 1786)								Animalia	Cnidaria	Anthozoa	Scleractinia	Astrangiidae		Astrangia	Astrangia			poculata			SPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2023-03-14T13:14:18.104Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES	StillImage	true	false	2259412	2259412	1	43	206	714	4879283	2259398		2259412	Astrangia poculata	Astrangia poculata (Ellis & Solander, 1786)	Astrangia poculata		DWC_ARCHIVE	2023-03-14T13:14:18.104Z	2023-03-14T08:22:22.826Z	false		USA	United States	USA.41_1	South Carolina	USA.41.22_1	Georgetown			LC	
3994064659																										143697376										CC_BY_NC_4_0			2022-12-12T02:21:22Z			https://www.inaturalist.org/observations/143697376					crystellavila												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/143697376	143697376		crystellavila													PRESENT																			2022-09-03T07:56:00	07:56:00-04:00			2022	9	3	2022/09/03 7:56 AM											NORTH_AMERICA				US	North Carolina				New Hanover County, NC, USA								34.042636	-77.887025	9.0																															318349235				crystellavila		2022-12-05T03:00:56				94745								Astrangia poculata (Ellis & Solander, 1786)								Animalia	Cnidaria	Anthozoa	Scleractinia	Astrangiidae		Astrangia	Astrangia			poculata			SPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2023-03-14T13:13:04.212Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES	StillImage	true	false	2259412	2259412	1	43	206	714	4879283	2259398		2259412	Astrangia poculata	Astrangia poculata (Ellis & Solander, 1786)	Astrangia poculata		DWC_ARCHIVE	2023-03-14T13:13:04.212Z	2023-03-14T08:22:22.826Z	false										LC	
3994053638																										143756894										CC_BY_4_0			2022-12-12T02:21:13Z			https://www.inaturalist.org/observations/143756894					Steven Joyner												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/143756894	143756894		Steven Joyner													PRESENT																			2022-12-03T22:53:56	22:53:56-05:00			2022	12	3	2022-12-03 22:53:56											NORTH_AMERICA				US	South Carolina				Huntington Beach State Park								33.514562	-79.060929	568.0																															318535909				Steven Joyner		2022-12-05T23:32:19				94745								Astrangia poculata (Ellis & Solander, 1786)								Animalia	Cnidaria	Anthozoa	Scleractinia	Astrangiidae		Astrangia	Astrangia			poculata			SPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2023-03-14T13:05:23.566Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES	StillImage	true	false	2259412	2259412	1	43	206	714	4879283	2259398		2259412	Astrangia poculata	Astrangia poculata (Ellis & Solander, 1786)	Astrangia poculata		DWC_ARCHIVE	2023-03-14T13:05:23.566Z	2023-03-14T08:22:22.826Z	false		USA	United States	USA.41_1	South Carolina	USA.41.22_1	Georgetown			LC	
3988509942																										143529337										CC_BY_NC_4_0			2022-12-11T23:44:37Z			https://www.inaturalist.org/observations/143529337					Wayne Longbottom												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/143529337	143529337		Wayne Longbottom													PRESENT																			2022-12-02T09:27:08	09:27:08-05:00			2022	12	2	2022-12-02 9:27:08 AM EST											NORTH_AMERICA				US	Delaware				Dewey Beach, DE 19971, USA								38.610208	-75.063031																																317870061				Wayne Longbottom		2022-12-03T00:09:50				94745								Astrangia poculata (Ellis & Solander, 1786)								Animalia	Cnidaria	Anthozoa	Scleractinia	Astrangiidae		Astrangia	Astrangia			poculata			SPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2023-03-14T13:14:31.331Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES	StillImage	true	false	2259412	2259412	1	43	206	714	4879283	2259398		2259412	Astrangia poculata	Astrangia poculata (Ellis & Solander, 1786)	Astrangia poculata		DWC_ARCHIVE	2023-03-14T13:14:31.331Z	2023-03-14T08:22:22.826Z	false		USA	United States	USA.8_1	Delaware	USA.8.3_1	Sussex			LC	
3988460237																										143698332										CC_BY_NC_4_0			2022-12-12T02:21:53Z			https://www.inaturalist.org/observations/143698332					carolinekatz												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/143698332	143698332		carolinekatz													PRESENT								Phylum: Cnidaria Class: Hexacorallia Order: Scleractinia Key morphological traits: arranged in tightly packed clumps of cup-like structures, yellowish to white, circular, inside cups are septa Fun fact: Northern star corals can survive bleaching, which may be due to the fact that they change their microbiome seasonally											2022-09-25T12:24:01	12:24:01-04:00			2022	9	25	2022-09-25 12:24:01-04:00											NORTH_AMERICA				US	North Carolina				North Atlantic Ocean, NC, US								34.717289	-76.670529	22.0																															318351792				carolinekatz		2022-12-05T03:16:45				94745								Astrangia poculata (Ellis & Solander, 1786)								Animalia	Cnidaria	Anthozoa	Scleractinia	Astrangiidae		Astrangia	Astrangia			poculata			SPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2023-03-14T13:05:06.838Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES	StillImage	true	false	2259412	2259412	1	43	206	714	4879283	2259398		2259412	Astrangia poculata	Astrangia poculata (Ellis & Solander, 1786)	Astrangia poculata		DWC_ARCHIVE	2023-03-14T13:05:06.838Z	2023-03-14T08:22:22.826Z	false		USA	United States	USA.34_1	North Carolina	USA.34.16_1	Carteret			LC	
3986169375																										143215337										CC_BY_NC_4_0			2022-11-29T05:43:05Z			https://www.inaturalist.org/observations/143215337					austinbwood												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/143215337	143215337		austinbwood													PRESENT																			2022-11-28T16:20:12	16:20:12-06:00			2022	11	28	2022-11-28 16:20:12-06:00											NORTH_AMERICA				US	Texas				Galveston Island, Galveston, TX, US								29.292169	-94.784276	8.0																															316947748				austinbwood		2022-11-28T22:21:34				94745								Astrangia poculata (Ellis & Solander, 1786)								Animalia	Cnidaria	Anthozoa	Scleractinia	Astrangiidae		Astrangia	Astrangia			poculata			SPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2023-03-14T13:05:05.834Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES	StillImage	true	false	2259412	2259412	1	43	206	714	4879283	2259398		2259412	Astrangia poculata	Astrangia poculata (Ellis & Solander, 1786)	Astrangia poculata		DWC_ARCHIVE	2023-03-14T13:05:05.834Z	2023-03-14T08:22:22.826Z	false										LC	
3986053633																										122810043										CC_BY_NC_4_0			2022-11-28T03:38:36Z			https://www.inaturalist.org/observations/122810043					charlestina23												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/122810043	122810043		charlestina23													PRESENT																			2022-06-21T10:31:23	10:31:23-04:00			2022	6	21	2022-06-21 10:31:23-04:00											NORTH_AMERICA				US	North Carolina				Ocean Blvd W, Holden Beach, NC, US								33.908911	-78.311622	8.0																															316741657				joe_fish		2022-11-28T02:06:01				94745								Astrangia poculata (Ellis & Solander, 1786)								Animalia	Cnidaria	Anthozoa	Scleractinia	Astrangiidae		Astrangia	Astrangia			poculata			SPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2023-03-14T13:12:18.314Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES	StillImage	true	false	2259412	2259412	1	43	206	714	4879283	2259398		2259412	Astrangia poculata	Astrangia poculata (Ellis & Solander, 1786)	Astrangia poculata		DWC_ARCHIVE	2023-03-14T13:12:18.314Z	2023-03-14T08:22:22.826Z	false										LC	
3985798647																										142595979										CC_BY_NC_4_0			2022-11-25T13:05:27Z			https://www.inaturalist.org/observations/142595979					Lynette Stark												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/142595979	142595979		Lynette Stark													PRESENT																			2022-11-16T06:38:00	06:38:00-05:00			2022	11	16	2022/11/16 6:38 AM											NORTH_AMERICA				US	South Carolina				Georgetown County, SC, USA								33.507979	-79.05749	61.0																															315424688				Lynette Stark		2022-11-22T11:42:05				94745								Astrangia poculata (Ellis & Solander, 1786)								Animalia	Cnidaria	Anthozoa	Scleractinia	Astrangiidae		Astrangia	Astrangia			poculata			SPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2023-03-14T13:14:06.173Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES	StillImage	true	false	2259412	2259412	1	43	206	714	4879283	2259398		2259412	Astrangia poculata	Astrangia poculata (Ellis & Solander, 1786)	Astrangia poculata		DWC_ARCHIVE	2023-03-14T13:14:06.173Z	2023-03-14T08:22:22.826Z	false		USA	United States	USA.41_1	South Carolina	USA.41.22_1	Georgetown			LC	
3985765213																										142250539										CC_BY_NC_4_0			2022-12-12T21:00:37Z			https://www.inaturalist.org/observations/142250539					Madison D.												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/142250539	142250539		Madison D.													PRESENT																			2022-11-17T17:51:06	17:51:06-05:00			2022	11	17	Thu Nov 17 2022 17:51:06 GMT -0500 (EST)											NORTH_AMERICA				US	Virginia				Norfolk								36.959816	-76.259186	279.0																															314400923				Madison D.		2022-11-17T22:51:35				94745								Astrangia poculata (Ellis & Solander, 1786)								Animalia	Cnidaria	Anthozoa	Scleractinia	Astrangiidae		Astrangia	Astrangia			poculata			SPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2023-03-14T13:14:14.260Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES	StillImage	true	false	2259412	2259412	1	43	206	714	4879283	2259398		2259412	Astrangia poculata	Astrangia poculata (Ellis & Solander, 1786)	Astrangia poculata		DWC_ARCHIVE	2023-03-14T13:14:14.260Z	2023-03-14T08:22:22.826Z	false		USA	United States	USA.47_1	Virginia	USA.47.87_1	Norfolk			LC	
3966747904																										141654445										CC_BY_4_0			2022-11-12T18:51:58Z			https://www.inaturalist.org/observations/141654445					Max J. Ford												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/141654445	141654445		Max J. Ford													PRESENT																			2022-11-10T19:26:14	19:26:14-05:00			2022	11	10	2022-11-10 19:26:14-05:00											NORTH_AMERICA				US	North Carolina				Wyndtree Dr, Emerald Isle, NC, US								34.64767	-77.088001	61.0																															312804537				Max J. Ford		2022-11-11T00:26:22				94745								Astrangia poculata (Ellis & Solander, 1786)								Animalia	Cnidaria	Anthozoa	Scleractinia	Astrangiidae		Astrangia	Astrangia			poculata			SPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2023-03-14T13:14:04.923Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES	StillImage	true	false	2259412	2259412	1	43	206	714	4879283	2259398		2259412	Astrangia poculata	Astrangia poculata (Ellis & Solander, 1786)	Astrangia poculata		DWC_ARCHIVE	2023-03-14T13:14:04.923Z	2023-03-14T08:22:22.826Z	false		USA	United States	USA.34_1	North Carolina	USA.34.16_1	Carteret			LC	
