gbifID	type	format	identifier	references	title	description	source	audience	created	creator	contributor	publisher	license	rightsHolder
899943805	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/626409/original.jpg	https://www.inaturalist.org/photos/626409					2014-01-04T13:21:16Z	Stephanie Marsh		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Stephanie Marsh
899943805	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/626410/original.jpg	https://www.inaturalist.org/photos/626410					2014-01-04T13:22:10Z	Stephanie Marsh		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Stephanie Marsh
891090242	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/150902/original.jpg	https://www.inaturalist.org/photos/150902					2012-07-17T00:00:00Z	cyric		iNaturalist	http://creativecommons.org/licenses/by-nc-sa/4.0/	cyric
4054911238	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/259508204/original.jpg	https://www.inaturalist.org/photos/259508204					2023-03-05T23:00:00Z	morus-alba		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	morus-alba
4054911238	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/259403355/original.jpg	https://www.inaturalist.org/photos/259403355					2023-03-05T23:00:00Z	morus-alba		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	morus-alba
4054911238	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/259508231/original.jpg	https://www.inaturalist.org/photos/259508231					2023-03-05T23:00:00Z	morus-alba		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	morus-alba
4054911238	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/259508219/original.jpg	https://www.inaturalist.org/photos/259508219					2023-03-05T23:00:00Z	morus-alba		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	morus-alba
4054784115	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/259240125/original.jpg	https://www.inaturalist.org/photos/259240125					2023-03-05T21:33:29Z	nudibranchiaa		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	nudibranchiaa
4046246078	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/257955208/original.jpeg	https://www.inaturalist.org/photos/257955208					2023-02-25T21:23:13Z	harrier		iNaturalist	http://creativecommons.org/licenses/by/4.0/	harrier
4039535505	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/257138332/original.jpeg	https://www.inaturalist.org/photos/257138332					2023-02-19T23:36:04Z	Gold eagle Kroll		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Gold eagle Kroll
4039535505	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/257138356/original.jpeg	https://www.inaturalist.org/photos/257138356					2023-02-19T23:36:05Z	Gold eagle Kroll		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Gold eagle Kroll
4039535505	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/257138314/original.jpeg	https://www.inaturalist.org/photos/257138314					2023-02-19T23:36:07Z	Gold eagle Kroll		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Gold eagle Kroll
4039535505	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/257138423/original.jpeg	https://www.inaturalist.org/photos/257138423					2023-02-19T23:35:46Z	Gold eagle Kroll		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Gold eagle Kroll
4039535505	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/257138384/original.jpeg	https://www.inaturalist.org/photos/257138384					2023-02-19T23:35:45Z	Gold eagle Kroll		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Gold eagle Kroll
4039535505	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/257138292/original.jpeg	https://www.inaturalist.org/photos/257138292					2023-02-19T23:36:08Z	Gold eagle Kroll		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Gold eagle Kroll
4039261160	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/257316098/original.jpg	https://www.inaturalist.org/photos/257316098					2023-02-21T18:07:58Z	ianbento		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	ianbento
4034868244	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/255925222/original.jpeg	https://www.inaturalist.org/photos/255925222					2023-02-10T20:30:30Z	Wayne Longbottom		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Wayne Longbottom
4034789951	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/255547309/original.jpeg	https://www.inaturalist.org/photos/255547309					2023-02-09T18:37:40Z	Tyler		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Tyler
4034789951	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/255547320/original.jpeg	https://www.inaturalist.org/photos/255547320					2023-02-09T18:37:48Z	Tyler		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Tyler
4034784945	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/255925371/original.jpeg	https://www.inaturalist.org/photos/255925371					2023-02-10T20:34:16Z	Wayne Longbottom		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Wayne Longbottom
4034758576	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/255925535/original.jpeg	https://www.inaturalist.org/photos/255925535					2023-02-10T20:40:33Z	Wayne Longbottom		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Wayne Longbottom
4029036242	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/254025502/original.jpeg	https://www.inaturalist.org/photos/254025502					2023-01-28T18:15:17Z	Wayne Longbottom		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Wayne Longbottom
4028777788	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/254025479/original.jpeg	https://www.inaturalist.org/photos/254025479					2023-01-28T18:12:54Z	Wayne Longbottom		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Wayne Longbottom
