gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedMedia	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	verticalDatum	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	subfamily	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
2557238568																										NOAA_DSCRTP:606916																https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=606916																YPM_IZ					PreservedSpecimen				NOAA_DSCRTP:606916																Present																				2013-07-16																																	5	5						41.1553	-73.10292																																															urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																				
2557236575																										NOAA_DSCRTP:606914																https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=606914																YPM_IZ					PreservedSpecimen				NOAA_DSCRTP:606914																Present																				1965-06-02																																	12	12						41.46388	-70.82007																																															urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																				
2557236574																										NOAA_DSCRTP:606905																https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=606905																YPM_IZ					PreservedSpecimen				NOAA_DSCRTP:606905					2											Present																				1884-10-19																																	20	20						35.3569	-75.4069		1000																																													urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																				
2556904294																										NOAA_DSCRTP:10037																https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=10037																NOAA_NEFSC_BenthicDatabase					HumanObservation				NOAA_DSCRTP:10037					2											Present																				1968-08-30																																	15	15						41.4	-70.933		1000																																													urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																				
2556904113																										NOAA_DSCRTP:10066																https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=10066																NOAA_NEFSC_BenthicDatabase					HumanObservation				NOAA_DSCRTP:10066																Present																				1980-07-20																																	29	29						36.783	-75.2		1000																																													urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																				
2556904045																										NOAA_DSCRTP:10069																https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=10069																NOAA_NEFSC_BenthicDatabase					HumanObservation				NOAA_DSCRTP:10069																Present																				1980-07-20																																	29	29						36.783	-75.2		1000																																													urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																				
2556903707																										NOAA_DSCRTP:10065																https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=10065																NOAA_NEFSC_BenthicDatabase					HumanObservation				NOAA_DSCRTP:10065																Present																				1980-07-20																																	29	29						36.783	-75.2		1000																																													urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																				
2556903618																										NOAA_DSCRTP:10079																https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=10079																NOAA_NEFSC_BenthicDatabase					HumanObservation				NOAA_DSCRTP:10079																Present																				1979-12-15																																	35	35						36.8	-75.2		1000																																													urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																				
2556903391																										NOAA_DSCRTP:10068																https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=10068																NOAA_NEFSC_BenthicDatabase					HumanObservation				NOAA_DSCRTP:10068																Present																				1980-07-20																																	29	29						36.783	-75.2		1000																																													urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																				
2556903165																										NOAA_DSCRTP:10080																https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=10080																NOAA_NEFSC_BenthicDatabase					HumanObservation				NOAA_DSCRTP:10080																Present																				1979-12-15																																	34	34						36.8	-75.2		1000																																													urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																				
2556902546																										NOAA_DSCRTP:7125																https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=7125																NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:7125					5											Present																				1875-01-01																																	12	12						41.5431	-70.9122		1000																																													urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																				
2556902496																										NOAA_DSCRTP:10078																https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=10078																NOAA_NEFSC_BenthicDatabase					HumanObservation				NOAA_DSCRTP:10078																Present																				1979-12-15																																	35	35						36.8	-75.2		1000																																													urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																				
2556902444																										NOAA_DSCRTP:10081																https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=10081																NOAA_NEFSC_BenthicDatabase					HumanObservation				NOAA_DSCRTP:10081																Present																				1979-12-15																																	35	35						36.8	-75.2		1000																																													urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																				
2556902261																										NOAA_DSCRTP:7144																https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=7144																NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:7144					1											Present																				1964-05-23																																	796	796						25.4333	-79.3833																																															urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																				
2556902230																										NOAA_DSCRTP:10067																https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=10067																NOAA_NEFSC_BenthicDatabase					HumanObservation				NOAA_DSCRTP:10067																Present																				1980-07-20																																	29	29						36.783	-75.2		1000																																													urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																				
2556901720																										NOAA_DSCRTP:10082																https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=10082																NOAA_NEFSC_BenthicDatabase					HumanObservation				NOAA_DSCRTP:10082																Present																				1980-07-12																																	29	29						36.783	-75.2		1000																																													urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																				
2556901662																										NOAA_DSCRTP:7004																https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=7004																NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:7004					3											Present																				1964-06-06																																	54	54						29.1533	-80.215																																															urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																				
2556901648																										NOAA_DSCRTP:7093																https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=7093																NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:7093					1											Present																				1961-07-13																																	48	48						28.375	-80.12																																															urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																				
2556901450																										NOAA_DSCRTP:7321																https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=7321																NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:7321					5											Present																				1875-01-01																																	12	12						41.5431	-70.9122		1000																																													urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																				
2556901096																										NOAA_DSCRTP:7005																https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=7005																NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:7005					1											Present																				1964-06-14																																	254	254						31.1467	-79.775																																															urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																				
2556901050																										NOAA_DSCRTP:7147																https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=7147																NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:7147					1											Present																				1967-08-02																																	256	256						25.9	-79.9833																																															urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																				
2556900986																										NOAA_DSCRTP:7007																https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=7007																NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:7007					3											Present																				1964-06-04																																	56	56						27.5	-80.025																																															urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																				
2556900584																										NOAA_DSCRTP:7139																https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=7139																NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:7139					3											Present																				1968-07-14																																	55	59						7.3167	-56.85																																															urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																				
2556900295																										NOAA_DSCRTP:7131																https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=7131																NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:7131					10											Present																				1915-10-22																																	46	46						37.2514	-76.0778		1000																																													urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																				
2556900128																										NOAA_DSCRTP:7006																https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=7006																NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:7006					1											Present																				1964-06-04																																	72	72						27.1667	-80																																															urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																				
2556897270																										NOAA_DSCRTP:2717																https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=2717																NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:2717					6											Present																				1911																																	12	12						41.5431	-70.9122		1000																																													urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																				
2556896829																										NOAA_DSCRTP:2709																https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=2709																NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:2709					15											Present																				1875-01-01																																	12	12						41.5431	-70.9122		1000																																													urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																				
2556896538																										NOAA_DSCRTP:2818																https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=2818																NMNH_IZ					PreservedSpecimen				NOAA_DSCRTP:2818					10											Present																				1875-01-01																																	12	12						41.5431	-70.9122		1000																																													urn:lsid:marinespecies.org:taxname:157967							Astrangia poculata								Animalia																				
2550152030																										36863819										http://creativecommons.org/licenses/by-nc/4.0/			2020-01-06T16:35:38Z			https://www.inaturalist.org/observations/36863819					Susan J. Hewitt												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/36863819	36863819		Susan J. Hewitt																																	2019-12-22T15:15:41-05:00	15:15:41-05:00						Sun Dec 22 2019 15:15:41 GMT-0500 (EST)																US	Florida				Sanibel Island, Sanibel, FL, US												26.436034441	-82.12543373	EPSG:4326	5																																		82768423				joe_fish		2020-01-06T15:46:40Z				94745								Astrangia poculata								Animalia	Cnidaria	Anthozoa	Scleractinia	Astrangiidae		Astrangia							species							
2550073539																										36732919										http://creativecommons.org/licenses/by-nc/4.0/			2020-01-06T16:33:11Z			https://www.inaturalist.org/observations/36732919					Susan J. Hewitt												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/36732919	36732919		Susan J. Hewitt																																	2019-12-17T10:16:51-05:00	10:16:51-05:00						Tue Dec 17 2019 10:16:51 GMT-0500 (EST)																US	Florida				Gulf of Mexico, Sanibel, FL, US												26.4244822087	-82.064701561	EPSG:4326	5																																		82768620				joe_fish		2020-01-06T15:48:35Z				94745								Astrangia poculata								Animalia	Cnidaria	Anthozoa	Scleractinia	Astrangiidae		Astrangia							species							
2550072520																										9840658										http://creativecommons.org/licenses/by-nc/4.0/			2020-01-04T22:39:56Z			https://www.inaturalist.org/observations/9840658					wsimmons												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/9840658	9840658		wsimmons																																	2018-02-12T12:20:00-05:00	12:20:00-05:00						2018-02-12 12:20:00 PM EST																US	New Jersey				Manasquan, NJ, USA												40.1062706399	-74.0402820334	EPSG:4326	344																																		21698779				wsimmons		2018-02-12T23:34:10Z				94745								Astrangia poculata								Animalia	Cnidaria	Anthozoa	Scleractinia	Astrangiidae		Astrangia							species							
2550027581																										36786770										http://creativecommons.org/licenses/by-nc/4.0/			2020-01-06T16:36:01Z			https://www.inaturalist.org/observations/36786770					Susan J. Hewitt												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/36786770	36786770		Susan J. Hewitt																																	2019-12-19T11:57:20-05:00	11:57:20-05:00						Thu Dec 19 2019 11:57:20 GMT-0500 (EST)																US	Florida				Sanibel Island, Sanibel, FL, US												26.4366534865	-82.1268576477	EPSG:4326	5																																		82768211				joe_fish		2020-01-06T15:44:49Z				94745								Astrangia poculata								Animalia	Cnidaria	Anthozoa	Scleractinia	Astrangiidae		Astrangia							species							
2550023493																										36682561										http://creativecommons.org/licenses/by-nc/4.0/			2020-01-06T16:32:44Z			https://www.inaturalist.org/observations/36682561					Susan J. Hewitt												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/36682561	36682561		Susan J. Hewitt																																	2019-12-13							2019-12-13																US	Florida				Lighthouse beach, Sanibel Island, Sanibel, FL, US												26.453527	-82.014286	EPSG:4326	59																																		82768644				joe_fish		2020-01-06T15:48:43Z				94745								Astrangia poculata								Animalia	Cnidaria	Anthozoa	Scleractinia	Astrangiidae		Astrangia							species							
2549979236																										29997414										http://creativecommons.org/licenses/by-nc/4.0/			2020-01-04T21:57:52Z			https://www.inaturalist.org/observations/29997414					wsimmons												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/29997414	29997414		wsimmons																																	2019-08-01T14:09:23-04:00	14:09:23-04:00						2019-08-01 2:09:23 PM EDT																US	New Jersey				Middletown, NJ, USA												40.4408135447	-74.0956146643	EPSG:4326	33																																		65085872				wsimmons		2019-08-01T19:23:09Z				94745								Astrangia poculata								Animalia	Cnidaria	Anthozoa	Scleractinia	Astrangiidae		Astrangia							species							
2549978634																										29579403										http://creativecommons.org/licenses/by-nc/4.0/			2020-05-06T06:00:46Z			https://www.inaturalist.org/observations/29579403					kellysav2												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/29579403	29579403		kellysav2																																	2019-07-26T12:06:38-04:00	12:06:38-04:00						Fri Jul 26 2019 12:06:38 GMT-0400 (EDT)																US	New Jersey				Seven Presidents Oceanfront Park, Long Branch, NJ, US												40.315205	-73.9764033333	EPSG:4326	5																																		64827849				wsimmons		2019-07-30T23:05:46Z				94745								Astrangia poculata								Animalia	Cnidaria	Anthozoa	Scleractinia	Astrangiidae		Astrangia							species							
