id,dataset_id,decimallongitude,decimallatitude,date_start,date_mid,date_end,date_year,scientificname,originalscientificname,minimumdepthinmeters,maximumdepthinmeters,coordinateuncertaintyinmeters,flags,dropped,absence,shoredistance,bathymetry,sst,sss,marine,brackish,freshwater,terrestrial,taxonrank,aphiaid,redlist_category,superdomain,domain,kingdom,subkingdom,infrakingdom,phylum,phylum_division,subphylum_subdivision,subphylum,infraphylum,parvphylum,gigaclass,megaclass,superclass,class,subclass,infraclass,subterclass,superorder,order,suborder,infraorder,parvorder,superfamily,family,subfamily,supertribe,tribe,subtribe,genus,subgenus,section,subsection,series,species,subspecies,natio,variety,subvariety,forma,subforma,type,modified,language,license,rightsholder,accessrights,bibliographiccitation,references,institutionid,collectionid,datasetid,institutioncode,collectioncode,datasetname,ownerinstitutioncode,basisofrecord,informationwithheld,datageneralizations,dynamicproperties,materialsampleid,occurrenceid,catalognumber,occurrenceremarks,recordnumber,recordedby,recordedbyid,individualcount,organismquantity,organismquantitytype,sex,lifestage,reproductivecondition,behavior,establishmentmeans,occurrencestatus,preparations,disposition,othercatalognumbers,associatedmedia,associatedreferences,associatedsequences,associatedtaxa,organismid,organismname,organismscope,associatedoccurrences,associatedorganisms,previousidentifications,organismremarks,eventid,parenteventid,samplingprotocol,samplesizevalue,samplesizeunit,samplingeffort,eventdate,eventtime,startdayofyear,enddayofyear,year,month,day,verbatimeventdate,habitat,fieldnumber,fieldnotes,eventremarks,locationid,highergeographyid,highergeography,continent,waterbody,islandgroup,island,country,countrycode,stateprovince,county,municipality,locality,verbatimlocality,verbatimelevation,minimumelevationinmeters,maximumelevationinmeters,verbatimdepth,minimumdistanceabovesurfaceinmeters,maximumdistanceabovesurfaceinmeters,locationaccordingto,locationremarks,verbatimcoordinates,verbatimlatitude,verbatimlongitude,verbatimcoordinatesystem,verbatimsrs,geodeticdatum,coordinateprecision,pointradiusspatialfit,footprintwkt,footprintsrs,footprintspatialfit,georeferencedby,georeferenceddate,georeferenceprotocol,georeferencesources,georeferenceverificationstatus,georeferenceremarks,geologicalcontextid,earliesteonorlowesteonothem,latesteonorhighesteonothem,earliesteraorlowesterathem,latesteraorhighesterathem,earliestperiodorlowestsystem,latestperiodorhighestsystem,earliestepochorlowestseries,latestepochorhighestseries,earliestageorloweststage,latestageorhigheststage,lowestbiostratigraphiczone,highestbiostratigraphiczone,lithostratigraphicterms,group,formation,member,bed,identificationid,identifiedby,identifiedbyid,dateidentified,identificationreferences,identificationremarks,identificationqualifier,identificationverificationstatus,typestatus,taxonid,scientificnameid,acceptednameusageid,parentnameusageid,originalnameusageid,nameaccordingtoid,namepublishedinid,taxonconceptid,acceptednameusage,parentnameusage,originalnameusage,nameaccordingto,namepublishedin,namepublishedinyear,higherclassification,specificepithet,infraspecificepithet,verbatimtaxonrank,scientificnameauthorship,vernacularname,nomenclaturalcode,taxonomicstatus,nomenclaturalstatus,taxonremarks
af66eb82-9807-4619-975e-3be5a9c512e7,f5a4799e-dc24-4807-89d9-01da47d52e3b,-75.2,36.783,332899200000,332899200000,332899200000,1980,Astrangia poculata,Astrangia poculata,29,29,1000,{},f,f,63769,35,16.97,33.19,1,,0,0,Species,157967,,Biota,,Animalia,,,Cnidaria,,,,,,,,,Anthozoa,Hexacorallia,,,,Scleractinia,,,,,Astrangiidae,,,,,Astrangia,,,,,Astrangia poculata,,,,,,,,,,,,,,https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=10067,,,NOAA_NEFSC_BenthicDatabase,,,,,HumanObservation,,,,,NOAA_DSCRTP:10067,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,,,,,,,1980-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:lsid:marinespecies.org:taxname:157967,,,,,,,,,,,,,,,,,,,,,,
25bdd40f-8914-44d2-a9cd-644eb146671b,f5a4799e-dc24-4807-89d9-01da47d52e3b,-75.2,36.783,332899200000,332899200000,332899200000,1980,Astrangia poculata,Astrangia poculata,29,29,1000,{},f,f,63769,35,16.97,33.19,1,,0,0,Species,157967,,Biota,,Animalia,,,Cnidaria,,,,,,,,,Anthozoa,Hexacorallia,,,,Scleractinia,,,,,Astrangiidae,,,,,Astrangia,,,,,Astrangia poculata,,,,,,,,,,,,,,https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=10068,,,NOAA_NEFSC_BenthicDatabase,,,,,HumanObservation,,,,,NOAA_DSCRTP:10068,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,,,,,,,1980-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:lsid:marinespecies.org:taxname:157967,,,,,,,,,,,,,,,,,,,,,,
280a4e4d-a90f-45a6-936d-781d76418cb0,f5a4799e-dc24-4807-89d9-01da47d52e3b,-75.2,36.783,332899200000,332899200000,332899200000,1980,Astrangia poculata,Astrangia poculata,29,29,1000,{},f,f,63769,35,16.97,33.19,1,,0,0,Species,157967,,Biota,,Animalia,,,Cnidaria,,,,,,,,,Anthozoa,Hexacorallia,,,,Scleractinia,,,,,Astrangiidae,,,,,Astrangia,,,,,Astrangia poculata,,,,,,,,,,,,,,https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=10069,,,NOAA_NEFSC_BenthicDatabase,,,,,HumanObservation,,,,,NOAA_DSCRTP:10069,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,,,,,,,1980-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:lsid:marinespecies.org:taxname:157967,,,,,,,,,,,,,,,,,,,,,,
33782b06-6737-40ce-8d9b-0416991ab6ae,f5a4799e-dc24-4807-89d9-01da47d52e3b,-75.2,36.8,314064000000,314064000000,314064000000,1979,Astrangia poculata,Astrangia poculata,35,35,1000,{},f,f,64325,30,16.97,33.19,1,,0,0,Species,157967,,Biota,,Animalia,,,Cnidaria,,,,,,,,,Anthozoa,Hexacorallia,,,,Scleractinia,,,,,Astrangiidae,,,,,Astrangia,,,,,Astrangia poculata,,,,,,,,,,,,,,https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=10078,,,NOAA_NEFSC_BenthicDatabase,,,,,HumanObservation,,,,,NOAA_DSCRTP:10078,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,,,,,,,1979-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:lsid:marinespecies.org:taxname:157967,,,,,,,,,,,,,,,,,,,,,,
3533b3cd-f37a-4ae3-a755-5e67b9940f01,f5a4799e-dc24-4807-89d9-01da47d52e3b,-75.2,36.8,314064000000,314064000000,314064000000,1979,Astrangia poculata,Astrangia poculata,35,35,1000,{},f,f,64325,30,16.97,33.19,1,,0,0,Species,157967,,Biota,,Animalia,,,Cnidaria,,,,,,,,,Anthozoa,Hexacorallia,,,,Scleractinia,,,,,Astrangiidae,,,,,Astrangia,,,,,Astrangia poculata,,,,,,,,,,,,,,https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=10079,,,NOAA_NEFSC_BenthicDatabase,,,,,HumanObservation,,,,,NOAA_DSCRTP:10079,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,,,,,,,1979-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:lsid:marinespecies.org:taxname:157967,,,,,,,,,,,,,,,,,,,,,,
4e1dc7c8-cd8e-4f3c-b4a3-5e4b5946d0c1,f5a4799e-dc24-4807-89d9-01da47d52e3b,-75.2,36.8,314064000000,314064000000,314064000000,1979,Astrangia poculata,Astrangia poculata,34,34,1000,{},f,f,64325,30,16.97,33.19,1,,0,0,Species,157967,,Biota,,Animalia,,,Cnidaria,,,,,,,,,Anthozoa,Hexacorallia,,,,Scleractinia,,,,,Astrangiidae,,,,,Astrangia,,,,,Astrangia poculata,,,,,,,,,,,,,,https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=10080,,,NOAA_NEFSC_BenthicDatabase,,,,,HumanObservation,,,,,NOAA_DSCRTP:10080,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,,,,,,,1979-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:lsid:marinespecies.org:taxname:157967,,,,,,,,,,,,,,,,,,,,,,
f451a2f2-6fdd-48aa-9967-3ce953365ffb,f5a4799e-dc24-4807-89d9-01da47d52e3b,-75.2,36.8,314064000000,314064000000,314064000000,1979,Astrangia poculata,Astrangia poculata,35,35,1000,{},f,f,64325,30,16.97,33.19,1,,0,0,Species,157967,,Biota,,Animalia,,,Cnidaria,,,,,,,,,Anthozoa,Hexacorallia,,,,Scleractinia,,,,,Astrangiidae,,,,,Astrangia,,,,,Astrangia poculata,,,,,,,,,,,,,,https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=10081,,,NOAA_NEFSC_BenthicDatabase,,,,,HumanObservation,,,,,NOAA_DSCRTP:10081,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,,,,,,,1979-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:lsid:marinespecies.org:taxname:157967,,,,,,,,,,,,,,,,,,,,,,
82c2e2cf-f015-44ac-a574-df7e830547ae,f5a4799e-dc24-4807-89d9-01da47d52e3b,-75.2,36.783,332208000000,332208000000,332208000000,1980,Astrangia poculata,Astrangia poculata,29,29,1000,{},f,f,63769,35,16.97,33.19,1,,0,0,Species,157967,,Biota,,Animalia,,,Cnidaria,,,,,,,,,Anthozoa,Hexacorallia,,,,Scleractinia,,,,,Astrangiidae,,,,,Astrangia,,,,,Astrangia poculata,,,,,,,,,,,,,,https://www.ncei.noaa.gov/erddap/tabledap/deep_sea_corals.csv?ShallowFlag%2CDatasetID%2CCatalogNumber%2CSampleID%2CCitation%2CRepository%2CScientificName%2CVernacularNameCategory%2CTaxonRank%2CIdentificationQualifier%2CLocality%2Clatitude%2Clongitude%2CDepthInMeters%2CDepthMethod%2CObservationDate%2CSurveyID%2CStation%2CEventID%2CSamplingEquipment%2CLocationAccuracy%2CRecordType%2CDataProvider&CatalogNumber=10082,,,NOAA_NEFSC_BenthicDatabase,,,,,HumanObservation,,,,,NOAA_DSCRTP:10082,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,,,,,,,1980-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:lsid:marinespecies.org:taxname:157967,,,,,,,,,,,,,,,,,,,,,,
1be8952e-c5d3-4adf-946a-69cae40d15eb,5ad6c4ff-fb89-4edf-b7b0-212671fb27cf,-70.9400024414,41.5200004578,-1967587200000,-1967587200000,-1967587200000,1907,Astrangia poculata,Astrangia poculata,,,,{NO_DEPTH},f,f,1101,9,12.52,31.34,1,,0,0,Species,157967,,Biota,,Animalia,,,Cnidaria,,,,,,,,,Anthozoa,Hexacorallia,,,,Scleractinia,,,,,Astrangiidae,,,,,Astrangia,,,,,Astrangia poculata,,,,,,,,,,,,,,,,,,WoodsHoleBioSurvey,A Biological Survey of the Waters of Woods Hole and Vacinity,,,HumanObservation,,,,,,5024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1907-08-27T12:00:00Z,,,,1907,8,27,,,,,,,,,,,,,United States of America,,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:lsid:marinespecies.org:taxname:157967,,,,,,,,,,,,,,,,,"(Ellis and Solander, 1786)",,,,,
1bf307bd-cee3-4340-9a8f-77572dbcae85,5ad6c4ff-fb89-4edf-b7b0-212671fb27cf,-70.7399978638,41.4300003052,-2067033600000,-2067033600000,-2067033600000,1904,Astrangia poculata,Astrangia poculata,,,,{NO_DEPTH},f,f,2857,14,12.35,31.38,1,,0,0,Species,157967,,Biota,,Animalia,,,Cnidaria,,,,,,,,,Anthozoa,Hexacorallia,,,,Scleractinia,,,,,Astrangiidae,,,,,Astrangia,,,,,Astrangia poculata,,,,,,,,,,,,,,,,,,WoodsHoleBioSurvey,A Biological Survey of the Waters of Woods Hole and Vacinity,,,HumanObservation,,,,,,4890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1904-07-02T00:00:00Z,,,,1904,,,,,,,,,,,,,,,United States of America,,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:lsid:marinespecies.org:taxname:157967,,,,,,,,,,,,,,,,,"(Ellis and Solander, 1786)",,,,,
40b932d3-910c-44f2-b65a-d32e679715a1,5ad6c4ff-fb89-4edf-b7b0-212671fb27cf,-70.6800003052,41.5200004578,-2033337600000,-2033337600000,-2033337600000,1905,Astrangia poculata,Astrangia poculata,,,,{NO_DEPTH},f,f,126,3,12.3,31.35,1,,0,0,Species,157967,,Biota,,Animalia,,,Cnidaria,,,,,,,,,Anthozoa,Hexacorallia,,,,Scleractinia,,,,,Astrangiidae,,,,,Astrangia,,,,,Astrangia poculata,,,,,,,,,,,,,,,,,,WoodsHoleBioSurvey,A Biological Survey of the Waters of Woods Hole and Vacinity,,,HumanObservation,,,,,,5008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1905-07-27T12:00:00Z,,,,1905,7,27,,,,,,,,,,,,,United States of America,,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:lsid:marinespecies.org:taxname:157967,,,,,,,,,,,,,,,,,"(Ellis and Solander, 1786)",,,,,
715eab13-2a89-4412-b66d-246e7e4d8fc9,5ad6c4ff-fb89-4edf-b7b0-212671fb27cf,-70.5899963379,41.4700012207,-2062281600000,-2062281600000,-2062281600000,1904,Astrangia poculata,Astrangia poculata,,,,{NO_DEPTH},f,f,528,6,12.33,31.42,1,,0,0,Species,157967,,Biota,,Animalia,,,Cnidaria,,,,,,,,,Anthozoa,Hexacorallia,,,,Scleractinia,,,,,Astrangiidae,,,,,Astrangia,,,,,Astrangia poculata,,,,,,,,,,,,,,,,,,WoodsHoleBioSurvey,A Biological Survey of the Waters of Woods Hole and Vacinity,,,HumanObservation,,,,,,4991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1904-08-26T12:00:00Z,,,,1904,8,26,,,,,,,,,,,,,United States of America,,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:lsid:marinespecies.org:taxname:157967,,,,,,,,,,,,,,,,,"(Ellis and Solander, 1786)",,,,,
d561d0cc-03c6-47c7-8fac-3b8d831b643e,5ad6c4ff-fb89-4edf-b7b0-212671fb27cf,-70.7600021362,41.6100006104,-2065046400000,-2065046400000,-2065046400000,1904,Astrangia poculata,Astrangia poculata,,,,{NO_DEPTH},f,f,3492,11,12.34,31.36,1,,0,0,Species,157967,,Biota,,Animalia,,,Cnidaria,,,,,,,,,Anthozoa,Hexacorallia,,,,Scleractinia,,,,,Astrangiidae,,,,,Astrangia,,,,,Astrangia poculata,,,,,,,,,,,,,,,,,,WoodsHoleBioSurvey,A Biological Survey of the Waters of Woods Hole and Vacinity,,,HumanObservation,,,,,,4903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1904-07-25T12:00:00Z,,,,1904,7,25,,,,,,,,,,,,,United States of America,,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:lsid:marinespecies.org:taxname:157967,,,,,,,,,,,,,,,,,"(Ellis and Solander, 1786)",,,,,
2e64557f-c01a-4c05-88d3-8b2c2acbfb98,5ad6c4ff-fb89-4edf-b7b0-212671fb27cf,-70.7300033569,41.4700012207,-2095200000000,-2095200000000,-2095200000000,1903,Astrangia poculata,Astrangia poculata,,,,{NO_DEPTH},f,f,1580,21,12.35,31.38,1,,0,0,Species,157967,,Biota,,Animalia,,,Cnidaria,,,,,,,,,Anthozoa,Hexacorallia,,,,Scleractinia,,,,,Astrangiidae,,,,,Astrangia,,,,,Astrangia poculata,,,,,,,,,,,,,,,,,,WoodsHoleBioSurvey,A Biological Survey of the Waters of Woods Hole and Vacinity,,,HumanObservation,,,,,,4877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1903-08-11T12:00:00Z,,,,1903,8,11,,,,,,,,,,,,,United States of America,,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:lsid:marinespecies.org:taxname:157967,,,,,,,,,,,,,,,,,"(Ellis and Solander, 1786)",,,,,
3b34b64c-8067-4401-b122-eaa7bba94f69,5ad6c4ff-fb89-4edf-b7b0-212671fb27cf,-70.9000015259,41.4099998474,-2033424000000,-2033424000000,-2033424000000,1905,Astrangia poculata,Astrangia poculata,,,,{NO_DEPTH},f,f,1274,15,12.43,31.43,1,,0,0,Species,157967,,Biota,,Animalia,,,Cnidaria,,,,,,,,,Anthozoa,Hexacorallia,,,,Scleractinia,,,,,Astrangiidae,,,,,Astrangia,,,,,Astrangia poculata,,,,,,,,,,,,,,,,,,WoodsHoleBioSurvey,A Biological Survey of the Waters of Woods Hole and Vacinity,,,HumanObservation,,,,,,4928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1905-07-26T12:00:00Z,,,,1905,7,26,,,,,,,,,,,,,United States of America,,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:lsid:marinespecies.org:taxname:157967,,,,,,,,,,,,,,,,,"(Ellis and Solander, 1786)",,,,,
c68e9cbb-8bc1-4f1e-8661-836ba44f0853,5ad6c4ff-fb89-4edf-b7b0-212671fb27cf,-70.7699966431,41.4500007629,-2094854400000,-2094854400000,-2094854400000,1903,Astrangia poculata,Astrangia poculata,,,,{NO_DEPTH},f,f,904,13,12.43,31.37,1,,0,0,Species,157967,,Biota,,Animalia,,,Cnidaria,,,,,,,,,Anthozoa,Hexacorallia,,,,Scleractinia,,,,,Astrangiidae,,,,,Astrangia,,,,,Astrangia poculata,,,,,,,,,,,,,,,,,,WoodsHoleBioSurvey,A Biological Survey of the Waters of Woods Hole and Vacinity,,,HumanObservation,,,,,,4889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1903-08-15T12:00:00Z,,,,1903,8,15,,,,,,,,,,,,,United States of America,,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:lsid:marinespecies.org:taxname:157967,,,,,,,,,,,,,,,,,"(Ellis and Solander, 1786)",,,,,
250f9305-afb9-44de-b7bc-228496b5f5c5,5ad6c4ff-fb89-4edf-b7b0-212671fb27cf,-70.6600036621,41.4599990845,-2095891200000,-2095891200000,-2095891200000,1903,Astrangia poculata,Astrangia poculata,,,,"{NO_DEPTH,ON_LAND}",f,f,-6,6,12.33,31.42,1,,0,0,Species,157967,,Biota,,Animalia,,,Cnidaria,,,,,,,,,Anthozoa,Hexacorallia,,,,Scleractinia,,,,,Astrangiidae,,,,,Astrangia,,,,,Astrangia poculata,,,,,,,,,,,,,,,,,,WoodsHoleBioSurvey,A Biological Survey of the Waters of Woods Hole and Vacinity,,,HumanObservation,,,,,,4870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1903-08-03T12:00:00Z,,,,1903,8,3,,,,,,,,,,,,,United States of America,,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:lsid:marinespecies.org:taxname:157967,,,,,,,,,,,,,,,,,"(Ellis and Solander, 1786)",,,,,
10b8018a-f38b-447c-9e84-173e05b7e208,5ad6c4ff-fb89-4edf-b7b0-212671fb27cf,-70.6399993896,41.6300010681,-2032387200000,-2032387200000,-2032387200000,1905,Astrangia poculata,Astrangia poculata,,,,"{NO_DEPTH,ON_LAND}",f,f,-192,-3,12.37,31.37,1,,0,0,Species,157967,,Biota,,Animalia,,,Cnidaria,,,,,,,,,Anthozoa,Hexacorallia,,,,Scleractinia,,,,,Astrangiidae,,,,,Astrangia,,,,,Astrangia poculata,,,,,,,,,,,,,,,,,,WoodsHoleBioSurvey,A Biological Survey of the Waters of Woods Hole and Vacinity,,,HumanObservation,,,,,,5014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1905-08-07T12:00:00Z,,,,1905,8,7,,,,,,,,,,,,,United States of America,,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:lsid:marinespecies.org:taxname:157967,,,,,,,,,,,,,,,,,"(Ellis and Solander, 1786)",,,,,
c626f25c-c79f-421e-b597-114f7572d08b,5ad6c4ff-fb89-4edf-b7b0-212671fb27cf,-70.6100006104,41.5099983215,-2031004800000,-2031004800000,-2031004800000,1905,Astrangia poculata,Astrangia poculata,,,,{NO_DEPTH},f,f,3099,12,12.22,31.39,1,,0,0,Species,157967,,Biota,,Animalia,,,Cnidaria,,,,,,,,,Anthozoa,Hexacorallia,,,,Scleractinia,,,,,Astrangiidae,,,,,Astrangia,,,,,Astrangia poculata,,,,,,,,,,,,,,,,,,WoodsHoleBioSurvey,A Biological Survey of the Waters of Woods Hole and Vacinity,,,HumanObservation,,,,,,4948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1905-08-23T12:00:00Z,,,,1905,8,23,,,,,,,,,,,,,United States of America,,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:lsid:marinespecies.org:taxname:157967,,,,,,,,,,,,,,,,,"(Ellis and Solander, 1786)",,,,,
5dcc7c65-9608-4833-8178-5a27ea9e5d56,5ad6c4ff-fb89-4edf-b7b0-212671fb27cf,-70.6299972534,41.4900016785,-2031523200000,-2031523200000,-2031523200000,1905,Astrangia poculata,Astrangia poculata,,,,{NO_DEPTH},f,f,1882,16,12.33,31.42,1,,0,0,Species,157967,,Biota,,Animalia,,,Cnidaria,,,,,,,,,Anthozoa,Hexacorallia,,,,Scleractinia,,,,,Astrangiidae,,,,,Astrangia,,,,,Astrangia poculata,,,,,,,,,,,,,,,,,,WoodsHoleBioSurvey,A Biological Survey of the Waters of Woods Hole and Vacinity,,,HumanObservation,,,,,,4936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1905-08-17T12:00:00Z,,,,1905,8,17,,,,,,,,,,,,,United States of America,,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:lsid:marinespecies.org:taxname:157967,,,,,,,,,,,,,,,,,"(Ellis and Solander, 1786)",,,,,
efc6759d-39d1-45da-bd02-ba7fd5ac8cd4,5ad6c4ff-fb89-4edf-b7b0-212671fb27cf,-70.8199996948,41.4399986267,-2064960000000,-2064960000000,-2064960000000,1904,Astrangia poculata,Astrangia poculata,9.14,9.14,,{},f,f,609,13,12.43,31.37,1,,0,0,Species,157967,,Biota,,Animalia,,,Cnidaria,,,,,,,,,Anthozoa,Hexacorallia,,,,Scleractinia,,,,,Astrangiidae,,,,,Astrangia,,,,,Astrangia poculata,,,,,,,,,,,,,,,,,,Smithsonian Environmental Research Center,A Biological Survey of the Waters of Woods Hole and Vacinity,,,HumanObservation,,,,,,4983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1904-07-26T12:00:00Z,,,,1904,7,26,,,,,,,,,,North America Atlantic,,,United States of America,,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:lsid:marinespecies.org:taxname:157967,,,,,,,,,,,,,,,,,"(Ellis and Solander, 1786)",,,,,
