id,dataset_id,decimallongitude,decimallatitude,date_start,date_mid,date_end,date_year,scientificname,originalscientificname,minimumdepthinmeters,maximumdepthinmeters,coordinateuncertaintyinmeters,flags,dropped,absence,shoredistance,bathymetry,sst,sss,marine,brackish,freshwater,terrestrial,taxonrank,aphiaid,redlist_category,superdomain,domain,kingdom,subkingdom,infrakingdom,phylum,phylum_division,subphylum_subdivision,subphylum,infraphylum,parvphylum,gigaclass,megaclass,superclass,class,subclass,infraclass,subterclass,superorder,order,suborder,infraorder,parvorder,superfamily,family,subfamily,supertribe,tribe,subtribe,genus,subgenus,section,subsection,series,species,subspecies,natio,variety,subvariety,forma,subforma,type,modified,language,license,rightsholder,accessrights,bibliographiccitation,references,institutionid,collectionid,datasetid,institutioncode,collectioncode,datasetname,ownerinstitutioncode,basisofrecord,informationwithheld,datageneralizations,dynamicproperties,materialsampleid,occurrenceid,catalognumber,occurrenceremarks,recordnumber,recordedby,recordedbyid,individualcount,organismquantity,organismquantitytype,sex,lifestage,reproductivecondition,behavior,establishmentmeans,occurrencestatus,preparations,disposition,othercatalognumbers,associatedmedia,associatedreferences,associatedsequences,associatedtaxa,organismid,organismname,organismscope,associatedoccurrences,associatedorganisms,previousidentifications,organismremarks,eventid,parenteventid,samplingprotocol,samplesizevalue,samplesizeunit,samplingeffort,eventdate,eventtime,startdayofyear,enddayofyear,year,month,day,verbatimeventdate,habitat,fieldnumber,fieldnotes,eventremarks,locationid,highergeographyid,highergeography,continent,waterbody,islandgroup,island,country,countrycode,stateprovince,county,municipality,locality,verbatimlocality,verbatimelevation,minimumelevationinmeters,maximumelevationinmeters,verbatimdepth,minimumdistanceabovesurfaceinmeters,maximumdistanceabovesurfaceinmeters,locationaccordingto,locationremarks,verbatimcoordinates,verbatimlatitude,verbatimlongitude,verbatimcoordinatesystem,verbatimsrs,geodeticdatum,coordinateprecision,pointradiusspatialfit,footprintwkt,footprintsrs,footprintspatialfit,georeferencedby,georeferenceddate,georeferenceprotocol,georeferencesources,georeferenceverificationstatus,georeferenceremarks,geologicalcontextid,earliesteonorlowesteonothem,latesteonorhighesteonothem,earliesteraorlowesterathem,latesteraorhighesterathem,earliestperiodorlowestsystem,latestperiodorhighestsystem,earliestepochorlowestseries,latestepochorhighestseries,earliestageorloweststage,latestageorhigheststage,lowestbiostratigraphiczone,highestbiostratigraphiczone,lithostratigraphicterms,group,formation,member,bed,identificationid,identifiedby,identifiedbyid,dateidentified,identificationreferences,identificationremarks,identificationqualifier,identificationverificationstatus,typestatus,taxonid,scientificnameid,acceptednameusageid,parentnameusageid,originalnameusageid,nameaccordingtoid,namepublishedinid,taxonconceptid,acceptednameusage,parentnameusage,originalnameusage,nameaccordingto,namepublishedin,namepublishedinyear,higherclassification,specificepithet,infraspecificepithet,verbatimtaxonrank,scientificnameauthorship,vernacularname,nomenclaturalcode,taxonomicstatus,nomenclaturalstatus,taxonremarks
526dfdbe-c9b2-4615-844b-0590f9297d14,5ad6c4ff-fb89-4edf-b7b0-212671fb27cf,-70.6200027466,41.5299987793,-2030745600000,-2030745600000,-2030745600000,1905,Astrangia poculata,Astrangia poculata,,,,{NO_DEPTH},f,f,1265,8,12.22,31.39,1,,0,0,Species,157967,,Biota,,Animalia,,,Cnidaria,,,,,,,,,Anthozoa,Hexacorallia,,,,Scleractinia,,,,,Astrangiidae,,,,,Astrangia,,,,,Astrangia poculata,,,,,,,,,,,,,,,,,,WoodsHoleBioSurvey,A Biological Survey of the Waters of Woods Hole and Vacinity,,,HumanObservation,,,,,,4955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1905-08-26T12:00:00Z,,,,1905,8,26,,,,,,,,,,,,,United States of America,,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:lsid:marinespecies.org:taxname:157967,,,,,,,,,,,,,,,,,"(Ellis and Solander, 1786)",,,,,
e9b4c0fa-04c8-47b2-a12b-8e1e379bd2a6,5ad6c4ff-fb89-4edf-b7b0-212671fb27cf,-70.7399978638,41.5,-2033769600000,-2033769600000,-2033769600000,1905,Astrangia poculata,Astrangia poculata,,,,"{NO_DEPTH,ON_LAND}",f,f,-248,-28,12.35,31.38,1,,0,0,Species,157967,,Biota,,Animalia,,,Cnidaria,,,,,,,,,Anthozoa,Hexacorallia,,,,Scleractinia,,,,,Astrangiidae,,,,,Astrangia,,,,,Astrangia poculata,,,,,,,,,,,,,,,,,,WoodsHoleBioSurvey,A Biological Survey of the Waters of Woods Hole and Vacinity,,,HumanObservation,,,,,,5003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1905-07-22T12:00:00Z,,,,1905,7,22,,,,,,,,,,,,,United States of America,,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:lsid:marinespecies.org:taxname:157967,,,,,,,,,,,,,,,,,"(Ellis and Solander, 1786)",,,,,
3ca9f175-d420-444b-9bf7-674bc0acc424,5ad6c4ff-fb89-4edf-b7b0-212671fb27cf,-70.6500015259,41.6399993896,-2064441600000,-2064441600000,-2064441600000,1904,Astrangia poculata,Astrangia poculata,,,,"{NO_DEPTH,ON_LAND}",f,f,-12,7,12.37,31.37,1,,0,0,Species,157967,,Biota,,Animalia,,,Cnidaria,,,,,,,,,Anthozoa,Hexacorallia,,,,Scleractinia,,,,,Astrangiidae,,,,,Astrangia,,,,,Astrangia poculata,,,,,,,,,,,,,,,,,,WoodsHoleBioSurvey,A Biological Survey of the Waters of Woods Hole and Vacinity,,,HumanObservation,,,,,,4910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1904-08-01T12:00:00Z,,,,1904,8,1,,,,,,,,,,,,,United States of America,,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:lsid:marinespecies.org:taxname:157967,,,,,,,,,,,,,,,,,"(Ellis and Solander, 1786)",,,,,
857a3fe2-7970-4cff-8168-8370d0fd5ffe,5ad6c4ff-fb89-4edf-b7b0-212671fb27cf,-70.9700012207,41.4000015259,-2064268800000,-2064268800000,-2064268800000,1904,Astrangia poculata,Astrangia poculata,,,,{NO_DEPTH},f,f,2048,8,12.54,31.37,1,,0,0,Species,157967,,Biota,,Animalia,,,Cnidaria,,,,,,,,,Anthozoa,Hexacorallia,,,,Scleractinia,,,,,Astrangiidae,,,,,Astrangia,,,,,Astrangia poculata,,,,,,,,,,,,,,,,,,WoodsHoleBioSurvey,A Biological Survey of the Waters of Woods Hole and Vacinity,,,HumanObservation,,,,,,4987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1904-08-03T12:00:00Z,,,,1904,8,3,,,,,,,,,,,,,United States of America,,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:lsid:marinespecies.org:taxname:157967,,,,,,,,,,,,,,,,,"(Ellis and Solander, 1786)",,,,,
57b59abf-e3c5-4a89-927b-c7377d81c78b,5ad6c4ff-fb89-4edf-b7b0-212671fb27cf,-70.6600036621,41.4799995422,-2031523200000,-2031523200000,-2031523200000,1905,Astrangia poculata,Astrangia poculata,,,,{NO_DEPTH},f,f,2126,12,12.33,31.42,1,,0,0,Species,157967,,Biota,,Animalia,,,Cnidaria,,,,,,,,,Anthozoa,Hexacorallia,,,,Scleractinia,,,,,Astrangiidae,,,,,Astrangia,,,,,Astrangia poculata,,,,,,,,,,,,,,,,,,WoodsHoleBioSurvey,A Biological Survey of the Waters of Woods Hole and Vacinity,,,HumanObservation,,,,,,4935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1905-08-17T12:00:00Z,,,,1905,8,17,,,,,,,,,,,,,United States of America,,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:lsid:marinespecies.org:taxname:157967,,,,,,,,,,,,,,,,,"(Ellis and Solander, 1786)",,,,,
66c36e51-4361-4fc7-8569-08a271e217ea,5ad6c4ff-fb89-4edf-b7b0-212671fb27cf,-70.7200012207,41.4700012207,-2095200000000,-2095200000000,-2095200000000,1903,Astrangia poculata,Astrangia poculata,,,,{NO_DEPTH},f,f,2068,19,12.35,31.38,1,,0,0,Species,157967,,Biota,,Animalia,,,Cnidaria,,,,,,,,,Anthozoa,Hexacorallia,,,,Scleractinia,,,,,Astrangiidae,,,,,Astrangia,,,,,Astrangia poculata,,,,,,,,,,,,,,,,,,WoodsHoleBioSurvey,A Biological Survey of the Waters of Woods Hole and Vacinity,,,HumanObservation,,,,,,4878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1903-08-11T12:00:00Z,,,,1903,8,11,,,,,,,,,,,,,United States of America,,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:lsid:marinespecies.org:taxname:157967,,,,,,,,,,,,,,,,,"(Ellis and Solander, 1786)",,,,,
58846862-013e-4015-94ce-1b6a44e00c81,5ad6c4ff-fb89-4edf-b7b0-212671fb27cf,-70.6800003052,41.4799995422,-2065651200000,-2065651200000,-2065651200000,1904,Astrangia poculata,Astrangia poculata,,,,{NO_DEPTH},f,f,2736,20,12.35,31.38,1,,0,0,Species,157967,,Biota,,Animalia,,,Cnidaria,,,,,,,,,Anthozoa,Hexacorallia,,,,Scleractinia,,,,,Astrangiidae,,,,,Astrangia,,,,,Astrangia poculata,,,,,,,,,,,,,,,,,,WoodsHoleBioSurvey,A Biological Survey of the Waters of Woods Hole and Vacinity,,,HumanObservation,,,,,,4869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1904-07-18T12:00:00Z,,,,1904,7,18,,,,,,,,,,,,,United States of America,,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:lsid:marinespecies.org:taxname:157967,,,,,,,,,,,,,,,,,"(Ellis and Solander, 1786)",,,,,
6711b820-8f8e-48a2-97f7-12a00b38881d,5ad6c4ff-fb89-4edf-b7b0-212671fb27cf,-70.6999969482,41.4900016785,-2095891200000,-2095891200000,-2095891200000,1903,Astrangia poculata,Astrangia poculata,,,,{NO_DEPTH},f,f,871,21,12.35,31.38,1,,0,0,Species,157967,,Biota,,Animalia,,,Cnidaria,,,,,,,,,Anthozoa,Hexacorallia,,,,Scleractinia,,,,,Astrangiidae,,,,,Astrangia,,,,,Astrangia poculata,,,,,,,,,,,,,,,,,,WoodsHoleBioSurvey,A Biological Survey of the Waters of Woods Hole and Vacinity,,,HumanObservation,,,,,,4866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1903-08-03T12:00:00Z,,,,1903,8,3,,,,,,,,,,,,,United States of America,,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:lsid:marinespecies.org:taxname:157967,,,,,,,,,,,,,,,,,"(Ellis and Solander, 1786)",,,,,
70540693-4a48-4569-ae0b-62d53b7dc246,5ad6c4ff-fb89-4edf-b7b0-212671fb27cf,-70.9000015259,41.4099998474,-2093731200000,-2093731200000,-2093731200000,1903,Astrangia poculata,Astrangia poculata,,,,{NO_DEPTH},f,f,1274,15,12.43,31.43,1,,0,0,Species,157967,,Biota,,Animalia,,,Cnidaria,,,,,,,,,Anthozoa,Hexacorallia,,,,Scleractinia,,,,,Astrangiidae,,,,,Astrangia,,,,,Astrangia poculata,,,,,,,,,,,,,,,,,,WoodsHoleBioSurvey,A Biological Survey of the Waters of Woods Hole and Vacinity,,,HumanObservation,,,,,,4897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1903-08-28T12:00:00Z,,,,1903,8,28,,,,,,,,,,,,,United States of America,,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:lsid:marinespecies.org:taxname:157967,,,,,,,,,,,,,,,,,"(Ellis and Solander, 1786)",,,,,
48aeb2ee-2883-42ce-ad5e-7fe69ff1720a,5ad6c4ff-fb89-4edf-b7b0-212671fb27cf,-70.7099990845,41.6399993896,-2064700800000,-2064700800000,-2064700800000,1904,Astrangia poculata,Astrangia poculata,,,,{NO_DEPTH},f,f,3262,8,12.26,31.37,1,,0,0,Species,157967,,Biota,,Animalia,,,Cnidaria,,,,,,,,,Anthozoa,Hexacorallia,,,,Scleractinia,,,,,Astrangiidae,,,,,Astrangia,,,,,Astrangia poculata,,,,,,,,,,,,,,,,,,WoodsHoleBioSurvey,A Biological Survey of the Waters of Woods Hole and Vacinity,,,HumanObservation,,,,,,4909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1904-07-29T12:00:00Z,,,,1904,7,29,,,,,,,,,,,,,United States of America,,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:lsid:marinespecies.org:taxname:157967,,,,,,,,,,,,,,,,,"(Ellis and Solander, 1786)",,,,,
dbd12b8d-8e49-48fc-a9fe-a6e9d5008fba,5ad6c4ff-fb89-4edf-b7b0-212671fb27cf,-70.6900024414,41.4599990845,-2067033600000,-2067033600000,-2067033600000,1904,Astrangia poculata,Astrangia poculata,,,,{NO_DEPTH},f,f,2065,7,12.35,31.38,1,,0,0,Species,157967,,Biota,,Animalia,,,Cnidaria,,,,,,,,,Anthozoa,Hexacorallia,,,,Scleractinia,,,,,Astrangiidae,,,,,Astrangia,,,,,Astrangia poculata,,,,,,,,,,,,,,,,,,WoodsHoleBioSurvey,A Biological Survey of the Waters of Woods Hole and Vacinity,,,HumanObservation,,,,,,4876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1904-07-02T00:00:00Z,,,,1904,,,,,,,,,,,,,,,United States of America,,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,urn:lsid:marinespecies.org:taxname:157967,,,,,,,,,,,,,,,,,"(Ellis and Solander, 1786)",,,,,
